name,number,inst,run,filename
Sniadeckia,1262,smass,smass2,a001262.2.txt
Alku,3037,smass,smass2,a003037.2.txt
Souseki,4039,smass,smass2,a004039.2.txt
Wright,1747,smass,smass2,a001747.2.txt
Zguridi,4311,smass,smass2,a004311.spfit.2.txt
Peraga,554,smass,smass2,a000554.2.txt
Beatty,2925,smass,smass2,a002925.spfit.2.txt
Osiris,1923,smass,smass2,a001923.2.txt
Kodaira,6500,smass,smass2,a006500.spfit.2.txt
Hekate,100,smass,smass2,a000100.spfit.2.txt
Isis,42,smass,smass2,a000042.spfit.2.txt
Federer,4726,smass,smass2,a004726.2.txt
Varsavia,1263,smass,smass2,a001263.2.txt
Anacostia,980,smass,smass2,a000980.2.txt
Amherstia,516,smass,smass2,a000516.2.txt
Tadamori,4374,smass,smass2,a004374.2.txt
Aralia,973,smass,smass2,a000973.spfit.2.txt
Tholen,3255,smass,smass2,a003255.spfit.2.txt
Decaro,5329,smass,smass2,a005329.spfit.2.txt
Loreley,165,smass,smass2,a000165.2.txt
Hera,103,smass,smass2,a000103.2.txt
Pieters,3713,smass,smass2,a003713.spfit.2.txt
Genua,485,smass,smass2,a000485.2.txt
Caltech,2906,smass,smass2,a002906.spfit.2.txt
Eos,221,smass,smass2,a000221.spfit.2.txt
Sylvania,519,smass,smass2,a000519.2.txt
Portlandia,757,smass,smass2,a000757.2.txt
Mineura,1458,smass,smass2,a001458.spfit.2.txt
Boliviana,712,smass,smass2,a000712.spfit.2.txt
Aunus,1480,smass,smass2,a001480.2.txt
Devosa,337,smass,smass2,a000337.spfit.2.txt
Overbeek,5038,smass,smass2,a005038.2.txt
Daisetsuzan,4839,smass,smass2,a004839.spfit.2.txt
Namba,3320,smass,smass2,a003320.2.txt
Virginia,50,smass,smass2,a000050.spfit.2.txt
Oleshko,2438,smass,smass2,a002438.2.txt
Orlov,2724,smass,smass2,a002724.spfit.2.txt
Etheridgea,331,smass,smass2,a000331.2.txt
Honoria,236,smass,smass2,a000236.spfit.2.txt
Tina,1222,smass,smass2,a001222.2.txt
Matsuyama,4844,smass,smass2,a004844.spfit.2.txt
Lubeck,5108,smass,smass2,a005108.2.txt
Julia,89,smass,smass2,a000089.2.txt
Gaffey,3545,smass,smass2,a003545.2.txt
Nikonov,2386,smass,smass2,a002386.spfit.2.txt
Savo,1494,smass,smass2,a001494.spfit.2.txt
Alkeste,124,smass,smass2,a000124.2.txt
Nausikaa,192,smass,smass2,a000192.spfit.2.txt
Perkin,2482,smass,smass2,a002482.2.txt
Messner,6077,smass,smass2,a006077.2.txt
Brita,1071,smass,smass2,a001071.2.txt
Helena,101,smass,smass2,a000101.spfit.2.txt
Ludibunda,7081,smass,smass2,a007081.2.txt
Chapman,2409,smass,smass2,a002409.2.txt
Galatea,74,smass,smass2,a000074.2.txt
Aquitania,387,smass,smass2,a000387.2.txt
Kamenyar,2428,smass,smass2,a002428.2.txt
Urda,167,smass,smass2,a000167.spfit.2.txt
Solvejg,1331,smass,smass2,a001331.2.txt
Danjon,1594,smass,smass2,a001594.2.txt
Goya,6592,smass,smass2,a006592.spfit.2.txt
Bellona,28,smass,smass2,a000028.spfit.2.txt
McCleese,5641,smass,smass2,a005641.2.txt
Philippina,631,smass,smass2,a000631.2.txt
Ophelia,171,smass,smass2,a000171.spfit.2.txt
Makarenko,3214,smass,smass2,a003214.2.txt
Phaeo,322,smass,smass2,a000322.2.txt
Gondola,1891,smass,smass2,a001891.2.txt
Agekian,3862,smass,smass2,a003862.spfit.2.txt
Beograd,1517,smass,smass2,a001517.spfit.2.txt
Unitas,306,smass,smass2,a000306.2.txt
Descartes,3587,smass,smass2,a003587.spfit.2.txt
Iphigenia,112,smass,smass2,a000112.spfit.2.txt
Thyra,115,smass,smass2,a000115.2.txt
Schaumasse,1797,smass,smass2,a001797.spfit.2.txt
Jeans,2763,smass,smass2,a002763.spfit.2.txt
Christophschafer,5364,smass,smass2,a005364.2.txt
Bandusia,597,smass,smass2,a000597.2.txt
Nuki,2053,smass,smass2,a002053.spfit.2.txt
Repin,2468,smass,smass2,a002468.2.txt
Pugovkin,4516,smass,smass2,a004516.spfit.2.txt
Arequipa,737,smass,smass2,a000737.2.txt
Misa,569,smass,smass2,a000569.2.txt
Freia,76,smass,smass2,a000076.spfit.2.txt
Entsuji,4272,smass,smass2,a004272.spfit.2.txt
Schilt,2308,smass,smass2,a002308.spfit.2.txt
Sarahill,3065,smass,smass2,a003065.spfit.2.txt
Johnmills,6906,smass,smass2,a006906.spfit.2.txt
Hedwig,476,smass,smass2,a000476.2.txt
Simonenko,4280,smass,smass2,a004280.2.txt
Cincinnati,1373,smass,smass2,a001373.2.txt
Faina,751,smass,smass2,a000751.2.txt
Menippe,188,smass,smass2,a000188.2.txt
Cincinnati,1373,smass,smass2,a001373.spfit.2.txt
Watts,1798,smass,smass2,a001798.2.txt
Titius,1998,smass,smass2,a001998.spfit.2.txt
1990 RO1,6716,smass,smass2,a006716.2.txt
Yurilvovia,4917,smass,smass2,a004917.2.txt
Ortrud,551,smass,smass2,a000551.spfit.2.txt
Antigone,129,smass,smass2,a000129.2.txt
Freia,76,smass,smass2,a000076.2.txt
Plaskett,2905,smass,smass2,a002905.2.txt
Burbine,5159,smass,smass2,a005159.spfit.2.txt
Fowler,2762,smass,smass2,a002762.spfit.2.txt
Ottegebe,670,smass,smass2,a000670.2.txt
Laodica,507,smass,smass2,a000507.2.txt
Taihaku,4407,smass,smass2,a004407.spfit.2.txt
Marceline,1730,smass,smass2,a001730.spfit.2.txt
Odessa,2606,smass,smass2,a002606.2.txt
Planckia,1069,smass,smass2,a001069.2.txt
Hannibal,2152,smass,smass2,a002152.spfit.2.txt
Nina,779,smass,smass2,a000779.2.txt
Lutetia,21,smass,smass2,a000021.2.txt
Silesia,257,smass,smass2,a000257.spfit.2.txt
Wood,1660,smass,smass2,a001660.2.txt
Eleonora,354,smass,smass2,a000354.spfit.2.txt
Erigone,163,smass,smass2,a000163.2.txt
Schalen,1542,smass,smass2,a001542.2.txt
Lavrov,2354,smass,smass2,a002354.spfit.2.txt
Pickeringia,784,smass,smass2,a000784.2.txt
Lorre,5438,smass,smass2,a005438.2.txt
Strattonia,1560,smass,smass2,a001560.spfit.2.txt
Szmytowna,2268,smass,smass2,a002268.2.txt
Tarkovskij,3345,smass,smass2,a003345.2.txt
Hammonia,723,smass,smass2,a000723.spfit.2.txt
1984 CF,8334,smass,smass2,a008334.spfit.2.txt
Althaea,119,smass,smass2,a000119.spfit.2.txt
Stobbe,1847,smass,smass2,a001847.2.txt
Psyche,16,smass,smass2,a000016.spfit.2.txt
Wilhelmina,392,smass,smass2,a000392.2.txt
Aoba,4292,smass,smass2,a004292.spfit.2.txt
Thisbe,88,smass,smass2,a000088.2.txt
Pepita,1102,smass,smass2,a001102.spfit.2.txt
Carnegia,671,smass,smass2,a000671.spfit.2.txt
Lilio,2346,smass,smass2,a002346.spfit.2.txt
Rauma,1882,smass,smass2,a001882.2.txt
Lilaea,213,smass,smass2,a000213.spfit.2.txt
Tjossem,3090,smass,smass2,a003090.spfit.2.txt
Vaticana,416,smass,smass2,a000416.spfit.2.txt
Popov,3074,smass,smass2,a003074.spfit.2.txt
Gehrels,1777,smass,smass2,a001777.spfit.2.txt
Manas,3349,smass,smass2,a003349.2.txt
Franzia,862,smass,smass2,a000862.spfit.2.txt
Swann,4082,smass,smass2,a004082.2.txt
Barcelona,945,smass,smass2,a000945.2.txt
Nysa,44,smass,smass2,a000044.spfit.2.txt
Rebekka,572,smass,smass2,a000572.2.txt
Dollfus,2451,smass,smass2,a002451.spfit.2.txt
Protogeneia,147,smass,smass2,a000147.2.txt
Vinifera,759,smass,smass2,a000759.spfit.2.txt
Jitka,3395,smass,smass2,a003395.2.txt
Ursina,860,smass,smass2,a000860.2.txt
Germania,241,smass,smass2,a000241.2.txt
Huggins,2635,smass,smass2,a002635.2.txt
Alphonsina,925,smass,smass2,a000925.2.txt
Daphne,41,smass,smass2,a000041.spfit.2.txt
Ianthe,98,smass,smass2,a000098.spfit.2.txt
Stekarstrom,4604,smass,smass2,a004604.spfit.2.txt
Christy Carol,2834,smass,smass2,a002834.2.txt
Asterope,233,smass,smass2,a000233.2.txt
Dorrit,3416,smass,smass2,a003416.2.txt
Ostrovskij,2681,smass,smass2,a002681.spfit.2.txt
Miriam,102,smass,smass2,a000102.spfit.2.txt
Benfranklin,5102,smass,smass2,a005102.2.txt
Fortov,3813,smass,smass2,a003813.spfit.2.txt
Fridolin,3491,smass,smass2,a003491.2.txt
Tanaka,4387,smass,smass2,a004387.2.txt
Montefiore,782,smass,smass2,a000782.2.txt
Simferopol,2141,smass,smass2,a002141.spfit.2.txt
Messalina,545,smass,smass2,a000545.2.txt
Maymelou,4900,smass,smass2,a004900.2.txt
Incidentia,3849,smass,smass2,a003849.spfit.2.txt
Alexandra,54,smass,smass2,a000054.spfit.2.txt
Galatea,74,smass,smass2,a000074.spfit.2.txt
Grissom,2161,smass,smass2,a002161.2.txt
Tholen,3255,smass,smass2,a003255.2.txt
Dollfus,2451,smass,smass2,a002451.2.txt
Clapton,4305,smass,smass2,a004305.spfit.2.txt
Rosina,985,smass,smass2,a000985.spfit.2.txt
Verbitskaya,7451,smass,smass2,a007451.2.txt
Marcelle,1300,smass,smass2,a001300.2.txt
Kenya,1278,smass,smass2,a001278.spfit.2.txt
Berenike,653,smass,smass2,a000653.2.txt
Shcherbakovia,3886,smass,smass2,a003886.spfit.2.txt
Vilas,3507,smass,smass2,a003507.2.txt
Hilda,153,smass,smass2,a000153.spfit.2.txt
Edburga,413,smass,smass2,a000413.spfit.2.txt
Onnetoh,5294,smass,smass2,a005294.spfit.2.txt
Italia,477,smass,smass2,a000477.spfit.2.txt
Musashino,3249,smass,smass2,a003249.spfit.2.txt
Roddy,3873,smass,smass2,a003873.spfit.2.txt
Lagerkvist,2875,smass,smass2,a002875.spfit.2.txt
Tikhov,2251,smass,smass2,a002251.spfit.2.txt
Josefa,649,smass,smass2,a000649.spfit.2.txt
Zwetana,785,smass,smass2,a000785.2.txt
Sirona,116,smass,smass2,a000116.2.txt
Julia,89,smass,smass2,a000089.spfit.2.txt
Laodica,507,smass,smass2,a000507.spfit.2.txt
Vertinskij,3669,smass,smass2,a003669.spfit.2.txt
Taiwan,2169,smass,smass2,a002169.2.txt
Stepanov,3493,smass,smass2,a003493.spfit.2.txt
Ikeya,4037,smass,smass2,a004037.spfit.2.txt
Priska,997,smass,smass2,a000997.spfit.2.txt
Evelyn,503,smass,smass2,a000503.spfit.2.txt
Koussevitzky,1799,smass,smass2,a001799.2.txt
Sarojininaidu,5647,smass,smass2,a005647.2.txt
Levitan,3566,smass,smass2,a003566.spfit.2.txt
Kotka,2737,smass,smass2,a002737.spfit.2.txt
Albanese,5576,smass,smass2,a005576.2.txt
Limpopo,1490,smass,smass2,a001490.2.txt
Medina,8333,smass,smass2,a008333.2.txt
Beruti,3179,smass,smass2,a003179.2.txt
Mathieu,1592,smass,smass2,a001592.2.txt
Centesima,513,smass,smass2,a000513.spfit.2.txt
Jacliff,5111,smass,smass2,a005111.2.txt
Nancita,4222,smass,smass2,a004222.spfit.2.txt
Olga,304,smass,smass2,a000304.2.txt
Planckia,1069,smass,smass2,a001069.spfit.2.txt
McCord,3527,smass,smass2,a003527.2.txt
Tynka,1055,smass,smass2,a001055.spfit.2.txt
Knysna,1324,smass,smass2,a001324.2.txt
Leda,38,smass,smass2,a000038.spfit.2.txt
Tiflis,753,smass,smass2,a000753.spfit.2.txt
Tesla,2244,smass,smass2,a002244.spfit.2.txt
Palma,372,smass,smass2,a000372.spfit.2.txt
Ukyounodaibu,5565,smass,smass2,a005565.spfit.2.txt
Ahrensa,950,smass,smass2,a000950.2.txt
Calingasta,3833,smass,smass2,a003833.2.txt
Vanphilos,3401,smass,smass2,a003401.2.txt
Wurm,1785,smass,smass2,a001785.2.txt
Ralph,5051,smass,smass2,a005051.spfit.2.txt
Binzel,2873,smass,smass2,a002873.2.txt
Lugano,1936,smass,smass2,a001936.2.txt
Pels,1667,smass,smass2,a001667.spfit.2.txt
Edisona,742,smass,smass2,a000742.2.txt
Lemaitre,1565,smass,smass2,a001565.spfit.2.txt
Sawyer Hogg,2917,smass,smass2,a002917.2.txt
Svoboda,2559,smass,smass2,a002559.2.txt
Migaic,11785,smass,smass2,a011785.spfit.2.txt
Vellamo,2827,smass,smass2,a002827.2.txt
Berounka,4702,smass,smass2,a004702.2.txt
Tatsuo,2957,smass,smass2,a002957.2.txt
Danae,61,smass,smass2,a000061.spfit.2.txt
Kurchenko,2349,smass,smass2,a002349.2.txt
Eichsfeldia,442,smass,smass2,a000442.spfit.2.txt
Gaviola,2504,smass,smass2,a002504.2.txt
Milani,4701,smass,smass2,a004701.spfit.2.txt
Vrchlicky,6086,smass,smass2,a006086.spfit.2.txt
Janesick,4558,smass,smass2,a004558.spfit.2.txt
Isabella,210,smass,smass2,a000210.2.txt
Lindbloom,3865,smass,smass2,a003865.2.txt
Tapio,1705,smass,smass2,a001705.spfit.2.txt
Nerthus,601,smass,smass2,a000601.spfit.2.txt
Tatry,1989,smass,smass2,a001989.2.txt
Artemis,105,smass,smass2,a000105.2.txt
Hoffmann,1662,smass,smass2,a001662.spfit.2.txt
Letaba,1264,smass,smass2,a001264.spfit.2.txt
Ada,523,smass,smass2,a000523.2.txt
Korhonen,2988,smass,smass2,a002988.2.txt
Knezevic,3900,smass,smass2,a003900.2.txt
Patterson,2511,smass,smass2,a002511.spfit.2.txt
Renzia,1204,smass,smass2,a001204.spfit.2.txt
Belisana,178,smass,smass2,a000178.2.txt
1996 TE11,18514,smass,smass2,a018514.2.txt
Nancita,4222,smass,smass2,a004222.2.txt
Eureka,5261,smass,smass2,a005261.spfit.2.txt
Fowler,2762,smass,smass2,a002762.2.txt
Nemo,1640,smass,smass2,a001640.spfit.2.txt
Tetsuya,4343,smass,smass2,a004343.spfit.2.txt
Brixia,521,smass,smass2,a000521.spfit.2.txt
Athamantis,230,smass,smass2,a000230.spfit.2.txt
Demokritos,6129,smass,smass2,a006129.2.txt
Polyxo,308,smass,smass2,a000308.2.txt
Siri,332,smass,smass2,a000332.2.txt
Richard,3972,smass,smass2,a003972.spfit.2.txt
Euripides,2930,smass,smass2,a002930.2.txt
Giblin,7728,smass,smass2,a007728.2.txt
Dicicco,3841,smass,smass2,a003841.2.txt
Stravinsky,4382,smass,smass2,a004382.spfit.2.txt
Vulkaneifel,4611,smass,smass2,a004611.spfit.2.txt
Banno,3394,smass,smass2,a003394.spfit.2.txt
Pieters,3713,smass,smass2,a003713.2.txt
Industria,389,smass,smass2,a000389.spfit.2.txt
Zhejiang,2631,smass,smass2,a002631.2.txt
Reaves,3007,smass,smass2,a003007.spfit.2.txt
Punkaharju,1659,smass,smass2,a001659.2.txt
Thule,279,smass,smass2,a000279.spfit.2.txt
Baucis,172,smass,smass2,a000172.spfit.2.txt
Piironen,3759,smass,smass2,a003759.2.txt
Paris,3317,smass,smass2,a003317.spfit.2.txt
1989 BD,6005,smass,smass2,a006005.2.txt
Hygiea,10,smass,smass2,a000010.2.txt
Cora,504,smass,smass2,a000504.2.txt
Elektra,130,smass,smass2,a000130.2.txt
Tynka,1055,smass,smass2,a001055.2.txt
Aristophanes,2934,smass,smass2,a002934.spfit.2.txt
1991 PK11,8513,smass,smass2,a008513.spfit.2.txt
Komarov,1836,smass,smass2,a001836.2.txt
Janesick,4558,smass,smass2,a004558.2.txt
Rudra,2629,smass,smass2,a002629.2.txt
Tauris,814,smass,smass2,a000814.2.txt
Marielukac,4853,smass,smass2,a004853.2.txt
Yurilvovia,4917,smass,smass2,a004917.spfit.2.txt
Loreley,165,smass,smass2,a000165.spfit.2.txt
Zwetana,785,smass,smass2,a000785.spfit.2.txt
Elsa,182,smass,smass2,a000182.spfit.2.txt
Birgitta,2744,smass,smass2,a002744.spfit.2.txt
Bogoslovskij,3710,smass,smass2,a003710.spfit.2.txt
Marghanna,735,smass,smass2,a000735.2.txt
Tina,1222,smass,smass2,a001222.spfit.2.txt
Irma,177,smass,smass2,a000177.spfit.2.txt
Shizukagozen,4200,smass,smass2,a004200.2.txt
Eleonora,354,smass,smass2,a000354.2.txt
Terpsichore,81,smass,smass2,a000081.spfit.2.txt
Siwa,140,smass,smass2,a000140.spfit.2.txt
Riema,1025,smass,smass2,a001025.spfit.2.txt
Emita,481,smass,smass2,a000481.2.txt
Kartvelia,781,smass,smass2,a000781.spfit.2.txt
Richilde,1214,smass,smass2,a001214.2.txt
Agnia,847,smass,smass2,a000847.spfit.2.txt
Fram,6230,smass,smass2,a006230.spfit.2.txt
Aubignan,3920,smass,smass2,a003920.spfit.2.txt
Elmer,2493,smass,smass2,a002493.spfit.2.txt
Munroe,4942,smass,smass2,a004942.spfit.2.txt
Praxedis,547,smass,smass2,a000547.2.txt
Jerome,1414,smass,smass2,a001414.spfit.2.txt
Lunacharsky,2446,smass,smass2,a002446.2.txt
Lobachevskij,1858,smass,smass2,a001858.spfit.2.txt
Jack London,2625,smass,smass2,a002625.2.txt
Robinson,3819,smass,smass2,a003819.spfit.2.txt
Declercq,2852,smass,smass2,a002852.2.txt
Sweitzer,4194,smass,smass2,a004194.spfit.2.txt
Seifert,4369,smass,smass2,a004369.2.txt
Preston,3792,smass,smass2,a003792.spfit.2.txt
Fides,37,smass,smass2,a000037.2.txt
Vesnina,7224,smass,smass2,a007224.2.txt
Harimaya-Bashi,2582,smass,smass2,a002582.spfit.2.txt
Minamioda,5401,smass,smass2,a005401.spfit.2.txt
Rimskij-Korsakov,4534,smass,smass2,a004534.2.txt
Atanasoff,3546,smass,smass2,a003546.2.txt
Siberia,1094,smass,smass2,a001094.spfit.2.txt
Hill,1642,smass,smass2,a001642.spfit.2.txt
Pien,2816,smass,smass2,a002816.2.txt
Spartacus,2579,smass,smass2,a002579.2.txt
Thia,405,smass,smass2,a000405.spfit.2.txt
Clapton,4305,smass,smass2,a004305.2.txt
Zibiturtle,7817,smass,smass2,a007817.spfit.2.txt
Sinuhe,4512,smass,smass2,a004512.2.txt
Chekhov,2369,smass,smass2,a002369.2.txt
Austria,136,smass,smass2,a000136.2.txt
Tangshan,2778,smass,smass2,a002778.spfit.2.txt
Athor,161,smass,smass2,a000161.spfit.2.txt
Hill,1642,smass,smass2,a001642.2.txt
Dudu,564,smass,smass2,a000564.2.txt
Dorothea,339,smass,smass2,a000339.spfit.2.txt
Radcliffe,1420,smass,smass2,a001420.2.txt
DuBridge,5678,smass,smass2,a005678.2.txt
Dike,99,smass,smass2,a000099.spfit.2.txt
1998 WS,47035,smass,smass2,au1998WS.spfit.2.txt
Dawn,1618,smass,smass2,a001618.2.txt
Efimov,2754,smass,smass2,a002754.2.txt
Jose,1423,smass,smass2,a001423.2.txt
Dione,106,smass,smass2,a000106.spfit.2.txt
Cloelia,661,smass,smass2,a000661.2.txt
Tergeste,478,smass,smass2,a000478.spfit.2.txt
Kennoguchi,5348,smass,smass2,a005348.spfit.2.txt
Deborah,541,smass,smass2,a000541.spfit.2.txt
Herriot,4124,smass,smass2,a004124.2.txt
Kamo,4215,smass,smass2,a004215.2.txt
Dennisreuter,4706,smass,smass2,a004706.spfit.2.txt
Victoria,12,smass,smass2,a000012.2.txt
Tsvetaeva,3511,smass,smass2,a003511.spfit.2.txt
Georgia,359,smass,smass2,a000359.2.txt
Buchwald,3209,smass,smass2,a003209.2.txt
Roberta,335,smass,smass2,a000335.spfit.2.txt
Nina,779,smass,smass2,a000779.spfit.2.txt
Nedbal,3592,smass,smass2,a003592.2.txt
Victoria,12,smass,smass2,a000012.spfit.2.txt
Euryanthe,527,smass,smass2,a000527.spfit.2.txt
House,4950,smass,smass2,a004950.2.txt
Bettina,250,smass,smass2,a000250.2.txt
Delia,395,smass,smass2,a000395.2.txt
Arsinoe,404,smass,smass2,a000404.spfit.2.txt
Lilaea,213,smass,smass2,a000213.2.txt
Lamberta,187,smass,smass2,a000187.2.txt
Nerthus,601,smass,smass2,a000601.2.txt
Ilsebill,919,smass,smass2,a000919.2.txt
Oleshko,2438,smass,smass2,a002438.spfit.2.txt
Cyrene,133,smass,smass2,a000133.spfit.2.txt
Vanadis,240,smass,smass2,a000240.spfit.2.txt
Photographica,443,smass,smass2,a000443.2.txt
Dorchester,3858,smass,smass2,a003858.2.txt
1988 AG,5467,smass,smass2,a005467.2.txt
Sumoto,4649,smass,smass2,a004649.2.txt
Laurentia,162,smass,smass2,a000162.spfit.2.txt
Nedbal,3592,smass,smass2,a003592.spfit.2.txt
Athamantis,230,smass,smass2,a000230.2.txt
Knysna,1324,smass,smass2,a001324.spfit.2.txt
Hilda,153,smass,smass2,a000153.2.txt
Nanking,2078,smass,smass2,a002078.2.txt
Kozlovskij,4944,smass,smass2,a004944.2.txt
Geramtina,1433,smass,smass2,a001433.2.txt
Tikhov,2251,smass,smass2,a002251.2.txt
Lilith,1181,smass,smass2,a001181.spfit.2.txt
Donnashirley,5649,smass,smass2,a005649.2.txt
Sonneberga,1039,smass,smass2,a001039.spfit.2.txt
Gryphia,496,smass,smass2,a000496.2.txt
Gentelec,2872,smass,smass2,a002872.2.txt
Naudts,3020,smass,smass2,a003020.spfit.2.txt
Aurora,94,smass,smass2,a000094.2.txt
Thetis,17,smass,smass2,a000017.2.txt
Goya,6592,smass,smass2,a006592.2.txt
Holt,4435,smass,smass2,a004435.spfit.2.txt
Iwamoto,4951,smass,smass2,a004951.2.txt
Grissom,2161,smass,smass2,a002161.spfit.2.txt
Kagamigawa,4256,smass,smass2,a004256.2.txt
Bavaria,301,smass,smass2,a000301.2.txt
Washingtonia,886,smass,smass2,a000886.2.txt
Marielukac,4853,smass,smass2,a004853.spfit.2.txt
Feodosia,1048,smass,smass2,a001048.2.txt
Burdigala,384,smass,smass2,a000384.spfit.2.txt
Lutetia,21,smass,smass2,a000021.spfit.2.txt
Geometria,376,smass,smass2,a000376.spfit.2.txt
Lictoria,1107,smass,smass2,a001107.2.txt
Roxane,317,smass,smass2,a000317.2.txt
Dembowska,349,smass,smass2,a000349.spfit.2.txt
Heilongjiang,2380,smass,smass2,a002380.2.txt
Kraft,3712,smass,smass2,a003712.spfit.2.txt
Bus,3254,smass,smass2,a003254.spfit.2.txt
Chaumont,12281,smass,smass2,a012281.spfit.2.txt
Leonardo,3000,smass,smass2,a003000.2.txt
Mayall,2131,smass,smass2,a002131.spfit.2.txt
Amundsenia,1065,smass,smass2,a001065.2.txt
Astrid,1128,smass,smass2,a001128.spfit.2.txt
Zhongolovich,1734,smass,smass2,a001734.spfit.2.txt
Mayall,2131,smass,smass2,a002131.2.txt
Felicitas,109,smass,smass2,a000109.spfit.2.txt
Crimea,1140,smass,smass2,a001140.spfit.2.txt
Ibarruri,2423,smass,smass2,a002423.spfit.2.txt
Vanphilos,3401,smass,smass2,a003401.spfit.2.txt
Maja,66,smass,smass2,a000066.spfit.2.txt
Pafuri,1032,smass,smass2,a001032.2.txt
Burns,2708,smass,smass2,a002708.spfit.2.txt
Einstein,2001,smass,smass2,a002001.spfit.2.txt
Aegina,91,smass,smass2,a000091.spfit.2.txt
Comas Sola,1655,smass,smass2,a001655.2.txt
Polyakhova,4619,smass,smass2,a004619.spfit.2.txt
Byron,3306,smass,smass2,a003306.2.txt
Jennifer,6249,smass,smass2,a006249.spfit.2.txt
Kotka,2737,smass,smass2,a002737.2.txt
Raybatson,3985,smass,smass2,a003985.spfit.2.txt
Bowell,2246,smass,smass2,a002246.2.txt
Spartacus,2579,smass,smass2,a002579.spfit.2.txt
Concordia,58,smass,smass2,a000058.2.txt
Pecker,1629,smass,smass2,a001629.spfit.2.txt
Chukotka,2509,smass,smass2,a002509.spfit.2.txt
Adria,143,smass,smass2,a000143.spfit.2.txt
Amenemhet,5010,smass,smass2,a005010.spfit.2.txt
Gyptis,444,smass,smass2,a000444.spfit.2.txt
Murray,941,smass,smass2,a000941.spfit.2.txt
Corduba,365,smass,smass2,a000365.2.txt
Gehrels,1777,smass,smass2,a001777.2.txt
Liriope,414,smass,smass2,a000414.spfit.2.txt
Seilandfarm,4607,smass,smass2,a004607.spfit.2.txt
Tokai,2478,smass,smass2,a002478.spfit.2.txt
Alvema,3567,smass,smass2,a003567.spfit.2.txt
Fatme,866,smass,smass2,a000866.2.txt
Zguridi,4311,smass,smass2,a004311.2.txt
Io,85,smass,smass2,a000085.2.txt
ORO,4733,smass,smass2,a004733.2.txt
Kobzar,2427,smass,smass2,a002427.spfit.2.txt
Paris,3317,smass,smass2,a003317.2.txt
Gondolatsch,1562,smass,smass2,a001562.2.txt
Montefiore,782,smass,smass2,a000782.spfit.2.txt
Sarita,796,smass,smass2,a000796.2.txt
Oosterhoff,1738,smass,smass2,a001738.2.txt
Maisica,4686,smass,smass2,a004686.spfit.2.txt
Padua,363,smass,smass2,a000363.2.txt
Giacconi,3371,smass,smass2,a003371.spfit.2.txt
Ninian,4678,smass,smass2,a004678.spfit.2.txt
Themis,24,smass,smass2,a000024.2.txt
Afra,1187,smass,smass2,a001187.spfit.2.txt
Principia,2653,smass,smass2,a002653.2.txt
Nicole,1343,smass,smass2,a001343.2.txt
Kaho,4284,smass,smass2,a004284.2.txt
Camilla,107,smass,smass2,a000107.spfit.2.txt
Ruzena,1856,smass,smass2,a001856.2.txt
Florentina,321,smass,smass2,a000321.2.txt
Karl Marx,2807,smass,smass2,a002807.spfit.2.txt
Berbericia,776,smass,smass2,a000776.spfit.2.txt
Osiris,1923,smass,smass2,a001923.spfit.2.txt
Foshan,2789,smass,smass2,a002789.spfit.2.txt
Dieckvoss,1706,smass,smass2,a001706.spfit.2.txt
Eukrate,247,smass,smass2,a000247.spfit.2.txt
1941 UN,5534,smass,smass2,a005534.2.txt
Iduna,176,smass,smass2,a000176.spfit.2.txt
Pierretta,312,smass,smass2,a000312.2.txt
Toni,924,smass,smass2,a000924.2.txt
Asia,67,smass,smass2,a000067.2.txt
Messalina,545,smass,smass2,a000545.spfit.2.txt
Chloe,402,smass,smass2,a000402.2.txt
Lecar,4417,smass,smass2,a004417.spfit.2.txt
Hungaria,434,smass,smass2,a000434.2.txt
Bowen,3363,smass,smass2,a003363.spfit.2.txt
Tolkien,2675,smass,smass2,a002675.2.txt
Arcadia,1020,smass,smass2,a001020.spfit.2.txt
Hersilia,206,smass,smass2,a000206.spfit.2.txt
Gaoshiqi,3704,smass,smass2,a003704.2.txt
Frieden,3642,smass,smass2,a003642.spfit.2.txt
Siegma,2560,smass,smass2,a002560.spfit.2.txt
Ruperto-Carola,353,smass,smass2,a000353.spfit.2.txt
Fortuna,19,smass,smass2,a000019.spfit.2.txt
Melpomene,18,smass,smass2,a000018.2.txt
Belton,3498,smass,smass2,a003498.2.txt
Klytaemnestra,179,smass,smass2,a000179.2.txt
Bauersfelda,1553,smass,smass2,a001553.spfit.2.txt
Medina,8333,smass,smass2,a008333.spfit.2.txt
Adeona,145,smass,smass2,a000145.2.txt
Norma,555,smass,smass2,a000555.spfit.2.txt
1988 AG,5467,smass,smass2,a005467.spfit.2.txt
Isakovskij,5091,smass,smass2,a005091.spfit.2.txt
Rhoda,907,smass,smass2,a000907.spfit.2.txt
Margarita,310,smass,smass2,a000310.spfit.2.txt
Bryantsev,4591,smass,smass2,a004591.2.txt
Agnia,847,smass,smass2,a000847.2.txt
Ostrovskij,2681,smass,smass2,a002681.2.txt
Smiley,1613,smass,smass2,a001613.2.txt
Weringia,226,smass,smass2,a000226.spfit.2.txt
Pax,679,smass,smass2,a000679.2.txt
Pandora,55,smass,smass2,a000055.2.txt
Riga,1796,smass,smass2,a001796.spfit.2.txt
Lick,1951,smass,smass2,a001951.2.txt
Gretia,984,smass,smass2,a000984.2.txt
Centesima,513,smass,smass2,a000513.2.txt
